Subject,Procedure[Block],Trial,Prime[Trial],PrimeCondition,Stimuli1,Target[Trial],TargetDefinition.RESP[Trial],ResponseRT,State,StateRT,TargetResponse.RESP[Trial],TargetResponse.RT[Trial],TargetAccuracy,PrimeIntrusion
10,S10,28,c o n t r a c t ,B,21,c o v e n a n t ,covenant{SPACE},8217,1,391,covenant{SPACE},2158,1,0
10,S10,3,D e v i l,B,22,D a n t e,dante{SPACE},6499,3,4523,{SHIFT}Dante{SPACE},1666,1,0
10,S10,74,d e f e c t ,B,23,d e f a u l t,{SPACE},8742,2,1167,default{SPACE},1687,0,0
10,S10,33,d e l e t e ,B,24,d e p l e t e,,0,3,4218,deplete{SPACE},1442,0,0
10,S10,69,d i f f e r ,B,25,d i v e r g e,{SPACE},6253,2,576,diverge{SPACE},1474,0,0
10,S10,59,e r r a t i c,B,26,e c c e n t r i c,awkward{SPACE},6898,3,874,eccentric{SPACE},2548,0,0
10,S10,49,e x i l e,B,27,e x o r c i s m ,,0,4,2166,exorcism{SPACE},1798,0,0
10,S10,21,F e y n m a n,B,28,F a r a d a y,,0,4,1897,faraday{SPACE},1747,0,0
10,S10,13,f o r e s t ,B,29,f o l i a g e,{SPACE},9898,4,1201,foliage{SPACE},1513,0,0
10,S10,16,G a r n e r ,B,30,G a r l a n d,garland{SPACE},6739,1,337,garland{SPACE},2143,1,0
10,S10,44,g o b b l e ,B,31,g o s l i n g,{SPACE},6084,4,430,gosling{SPACE},1325,0,0
10,S10,56,H o o v e r ,B,32,H a n c o c k,{SPACE},2135,2,186,hancock{SPACE},1962,0,0
10,S10,5,H o l l a n d,B,33,H e l s i n k i ,{SPACE},4733,2,1570,helsinki{SPACE},2062,0,0
10,S10,11,h e a v e,B,34,h o i s t,,0,4,1987,hoist{SPACE},1832,0,0
10,S10,38,H i t l e r ,B,35,H u s s e i n,hussein{SPACE},9117,3,1030,hussein{SPACE},1310,1,0
10,S10,40,i n d i v i d u a l i s m,B,36,i d i o s y n c r a s y ,{SPACE},5464,3,1341,idiosyncrasy{SPACE},3268,0,0
10,S10,24,o t t e r,U,37,i n t e r j e c t,{SPACE},7423,2,1152,interject{SPACE},2658,0,0
10,S10,67,p a n d a,U,38,J a g g e r ,jagger{SPACE},5359,1,808,jagger{SPACE},1931,1,0
10,S10,41,p a r a c h u t e,U,39,l i b e l,{SPACE},8568,4,1112,libel{SPACE},1356,0,0
10,S10,60,p o l y g o n,U,40,l o q u a c i o u s ,loquacious{SPACE},6119,3,720,loquacious{SPACE},2324,1,0
10,S10,51,p r e c a r i o u s ,U,41,M a n d e l a,{SPACE},3384,1,1829,mandela{SPACE},1397,0,0
10,S10,42,p r o f e s s o r,U,42,m e a g e r ,{SPACE},6050,2,573,meager{SPACE},1314,0,0
10,S10,66,a b a n d o n,U,43,M e r c u r y,{SPACE},2959,2,1023,mercury{SPACE},1552,0,0
10,S10,72,a b r o a d ,U,44,M i l l e r ,{SPACE},4774,4,200,miller{SPACE},1046,0,0
10,S10,32,a v o i d,U,45,m i n c e,mince{SPACE},4240,1,985,mince{SPACE},1076,1,0
10,S10,25,a d v a n c e,U,46,m o n o t o n y ,mundane{SPACE},5552,3,961,monotony{SPACE},2160,0,0
10,S10,73,A u s t e n ,U,47,M o n r o e ,monroe{SPACE},3961,1,478,monroe{SPACE},1093,1,0
10,S10,10,a b n o r m a l i t y,U,48,N a i r o b i,{SPACE},4191,2,331,nairobi{SPACE},2138,0,0
10,S10,37,p a r a l l e l ,U,49,n u l l i f y,{SPACE},4649,2,1041,nullify{SPACE},1858,0,0
10,S10,35,B r o s n a n,U,50,N u r e m b e r g,nuremberg{SPACE},8125,4,4048,nuremberg{SPACE},2680,1,0
10,S10,47,p r o t o c o l ,U,51,o b s c u r e,{SPACE},7290,3,1137,obscure{SPACE},1826,0,0
10,S10,63,H o m e r,U,52,o m n i p o t e n t ,{SPACE},3725,4,589,omnipresent{SPACE},2826,0,0
10,S10,54,s u r r e n d e r,U,53,o s t e n t a t i o u s ,{SPACE},6197,2,618,ostentatious{SPACE},3249,0,0
10,S10,65,c o n s u m e,U,54,O s w a l d ,oswald{ENTER},8906,1,1261,oswald{SPACE},3091,1,0
10,S10,57,T o r o n t o,R,55,O t t a w a ,,0,4,2170,ottawa{SPACE},1382,0,0
10,S10,14,r e m e d y ,R,56,p a n a c e a,,0,2,2043,panacea{SPACE},2787,0,0
10,S10,68,i d e a l,R,57,p a r a g o n,{SPACE},7001,4,1148,paragon{SPACE},1834,0,0
10,S10,36,m a r r i a g e ,R,58,p o l y g a m y ,polygamy{SPACE},4262,1,350,polygamy{SPACE},3687,1,0
10,S10,19,a d v a n c e d ,R,59,p r e c o c i o u s ,prodigy{SPACE},6600,3,3021,precocious{SPACE},2525,0,0
10,S10,2,f o r e c a s t ,R,60,p r o p h e c y ,,0,4,5747,prophecy{SPACE},2310,0,0
10,S10,7,T o k y o,R,61,S e o u l,{SPACE},5242,2,2472,seoul{SPACE},2279,0,0
10,S10,55,W i l d e,R,62,S h a w ,{SPACE},2375,2,144,shaw{SPACE},943,0,0
10,S10,71,C o r s i c a,R,63,S i c i l y ,sicily{SPACE},6015,1,300,sicily{SPACE},1377,1,0
10,S10,64,L e i a ,R,64,S k y w a l k e r,skywalker{SPACE},5297,1,493,skywalker{SPACE},2301,1,0
10,S10,18,m i d w i f e,R,65,s u r r o g a t e,surrogate{SPACE},4096,1,207,surrogate{SPACE},1797,1,0
10,S10,61,E m e r s o n,R,66,T h o r e a u,emerson{SPACE},4896,1,893,thoreau{SPACE},1855,0,1
10,S10,15,j e r k ,R,67,t i c,tic{SPACE},8732,3,1717,tic{SPACE},805,1,0
10,S10,9,h u r r i c a n e,R,68,t s u n a m i,{SPACE},6437,1,2064,tsunami{SPACE},2558,0,0
10,S10,48,H a w k i n g,R,69,T u r i n g ,{SPACE},6532,4,1547,turing{SPACE},1642,0,0
10,S10,52,D o y l e,R,70,W a t s o n ,{SPACE},3690,2,539,watson{SPACE},1334,0,0
10,S10,27,K e n t ,R,71,W a y n e,{SPACE},9768,4,996,wayne{SPACE},1129,0,0
10,S10,17,G l a c i e r,R,72,Y e l l o w s t o n e,yellowstone{SPACE},4884,1,370,yellowstone{SPACE},2022,1,0
11,S11,26,a b d o m e n,P,1,a b d i c a t e ,abdicate{SPACE},4896,1,461,abdicate{SPACE},1365,1,0
11,S11,29,a b o r t i o n ,P,2,a b o r i g i n e,abboriginal{SPACE},6318,1,414,aborigine{SPACE},2248,1,0
11,S11,15,a b s o l v e,P,3,a b s t a i n,absta,9974,4,1403,abstain{SPACE},1431,0,0
11,S11,38,a d v e r b ,P,4,a d v o c a t e ,advocate{SPACE},4461,1,429,advocate{SPACE},1367,1,0
11,S11,50,a l c h e m y,P,5,A l c o t t ,austen{SPACE},8871,3,889,alcott{SPACE},1092,0,0
11,S11,52,a n a e r o b i c,P,6,a n a c h r o n i s m,,0,2,998,anachronism{SPACE},1830,0,0
11,S11,42,a n a c o n d a ,P,7,a n a g r a m,,8872,4,938,anagram{SPACE},1117,0,0
11,S11,9,a n d r o i d,P,8,A n d e s,andes{SPACE},4167,1,756,andes{SPACE},1019,1,0
11,S11,76,A u s t r a l i a,P,9,A u r o r a ,aurora{SPACE},3539,1,1226,aurora{SPACE},1245,1,0
11,S11,54,b a n i s t e r ,P,10,B a n g k o k,bancock{SPACE},3605,1,442,bangcock{SPACE},1885,1,0
11,S11,19,b a r t e n d e r,P,11,b a r t e r ,bartering{SPACE},3754,1,584,barter{SPACE},1167,1,0
11,S11,28,B e c k e t t,P,12,B e c k h a m,beckham{SPACE},4669,1,484,beckham{SPACE},3925,1,0
11,S11,66,b i a n n u a l ,P,13,b i n o m i a l ,{SPACE},3775,4,1468,binomial{SPACE},2326,0,0
11,S11,67,c a n v a s ,P,14,c a r c a s s,carcass{SPACE},3890,1,315,carcass{SPACE},1298,1,0
11,S11,16,c a r a v a n,P,15,C a r r o l l,carroll{SPACE},4474,1,825,carroll{SPACE},1303,1,0
11,S11,30,c a m e l,P,16,c h a m e l e o n,cammillian{SPACE},5303,1,1299,chamelion{SPACE},1608,1,0
11,S11,69,C h a r l e s,P,17,C h u r c h i l l,,0,4,1103,churchill{SPACE},2540,0,0
11,S11,55,c o m m e n c e ,P,18,C l e m e n s,twining{SPACE},7357,4,1232,clemens{SPACE},1353,0,0
11,S11,2,c o m p a t i b l e ,B,19,c o n g r u e n t,symmetrica,9988,1,2263,congruent{SPACE},1273,0,0
11,S11,74,C r u i s e ,B,20,C o n n e r y,{SPACE},6829,2,215,connery{SPACE},1327,0,0
11,S11,64,c o n t r a c t ,B,21,c o v e n a n t ,{SPACE},9061,1,1984,covenant{SPACE},1359,0,0
11,S11,33,D e v i l,B,22,D a n t e,dante{SPACE},5327,1,521,dante{SPACE},644,1,0
11,S11,44,d e f e c t ,B,23,d e f a u l t,,0,4,1208,default{SPACE},1288,0,0
11,S11,22,d e l e t e ,B,24,d e p l e t e,extinguish{SPACE},5759,3,1159,deplete{SPACE},1126,0,0
11,S11,47,d i f f e r ,B,25,d i v e r g e,radiate{SPACE},6023,3,1108,diverge{SPACE},1032,0,0
11,S11,68,e r r a t i c,B,26,e c c e n t r i c,erratic{SPACE},6938,3,576,eccentric{SPACE},1382,0,1
11,S11,23,e x i l e,B,27,e x o r c i s m ,exercise{SPACE},6630,3,1112,exorcism{SPACE},1695,0,0
11,S11,31,F e y n m a n,B,28,F a r a d a y,coulumn{SPACE},9060,3,1310,farraday{SPACE},1395,0,0
11,S11,35,f o r e s t ,B,29,f o l i a g e,foliage{SPACE},6914,1,1065,foliage{SPACE},1270,1,0
11,S11,49,G a r n e r ,B,30,G a r l a n d,garland{SPACE},5564,1,157,garland{SPACE},1963,1,0
11,S11,53,g o b b l e ,B,31,g o s l i n g,gosling{SPACE},3832,1,867,gosling{SPACE},1459,1,0
11,S11,14,H o o v e r ,B,32,H a n c o c k,jefferson{SPACE},7759,1,450,hacock{SPACE},4152,0,0
11,S11,3,H o l l a n d,B,33,H e l s i n k i ,stockholm{SPACE},7059,3,1077,helsinki{SPACE},1543,0,0
11,S11,43,h e a v e,B,34,h o i s t,hoist{SPACE},7902,1,858,hoist{SPACE},807,1,0
11,S11,34,H i t l e r ,B,35,H u s s e i n,{SPACE},6279,4,1033,hussein{SPACE},2009,0,0
11,S11,17,i n d i v i d u a l i s m,B,36,i d i o s y n c r a s y ,individualism{SPACE},5934,3,1119,individualism{SPACE},2886,0,1
11,S11,36,s o f a ,U,37,i n t e r j e c t,interrupt{SPACE},7503,3,828,interject{SPACE},1510,0,0
11,S11,18,s h i p ,U,38,J a g g e r ,,0,4,3790,jagger{SPACE},1230,0,0
11,S11,65,s i z z l e ,U,39,l i b e l,slander{SPACE},8389,3,125,libel{SPACE},885,0,0
11,S11,32,s k y s c r a p e r ,U,40,l o q u a c i o u s ,talkative{SPACE},6583,3,332,loquacious{SPACE},2055,0,0
11,S11,12,s u r v i v o r ,U,41,M a n d e l a,mendala{SPACE},6254,3,1776,mandela{SPACE},1559,1,0
11,S11,13,t h o r n y ,U,42,m e a g e r ,bad{SPACE},9748,3,402,meager{SPACE},953,0,0
11,S11,60,a c r o n y m,U,43,M e r c u r y,mercury{SPACE},4939,1,710,mercury{SPACE},1217,1,0
11,S11,75,A l p s ,U,44,M i l l e r ,{SPACE},4630,2,398,miller{SPACE},972,0,0
11,S11,59,A r i e l,U,45,m i n c e,mince{SPACE},4820,1,772,mince{SPACE},930,1,0
11,S11,73,B e i j i n g,U,46,m o n o t o n y ,boring{SPACE},8886,3,104,monotony{SPACE},2237,0,0
11,S11,56,b a r g a i n,U,47,M o n r o e ,monroe{SPACE},5391,1,279,monroe{SPACE},1017,1,0
11,S11,61,B u c k i n g h a m ,U,48,N a i r o b i,{SPACE},5469,2,1378,nairobi{SPACE},3045,0,0
11,S11,48,s p l i t,U,49,n u l l i f y,annul{SPACE},5645,1,906,nullify{SPACE},1902,1,0
11,S11,71,b i z a r r e,U,50,N u r e m b e r g,aushwitz{SPACE},7099,3,778,nuremberg{SPACE},2784,0,0
11,S11,6,p o s s e s s i o n ,U,51,o b s c u r e,lost{SPACE},3215,3,1765,obscure{SPACE},1052,0,0
11,S11,63,N e w t o n ,U,52,o m n i p o t e n t ,immortal{SPACE},8187,1,699,omnipotent{SPACE},2614,0,0
11,S11,72,v e g e t a t i o n ,U,53,o s t e n t a t i o u s ,pompous,7993,3,1164,ostentatious{SPACE},3651,0,0
11,S11,7,H e p b u r n,U,54,O s w a l d ,booth{SPACE},3599,1,660,oswald{SPACE},1351,0,0
11,S11,21,T o r o n t o,R,55,O t t a w a ,quebec{SPACE},6862,3,1318,ottowa{SPACE},1101,0,0
11,S11,10,r e m e d y ,R,56,p a n a c e a,remedy{SPACE},3760,3,2414,panacea{SPACE},1226,0,1
11,S11,46,i d e a l,R,57,p a r a g o n,ideal{SPACE},5681,3,892,paraon{SPACE},1110,0,1
11,S11,4,m a r r i a g e ,R,58,p o l y g a m y ,po{SPACE},2997,3,1860,polygamy{SPACE},1772,0,0
11,S11,8,a d v a n c e d ,R,59,p r e c o c i o u s ,prodigy{SPACE},5518,1,704,prodigy{SPACE},1780,0,0
11,S11,11,f o r e c a s t ,R,60,p r o p h e c y ,prophecy{SPACE},5780,1,827,prophecy{SPACE},1702,1,0
11,S11,5,T o k y o,R,61,S e o u l,seul{SPACE},2865,1,1365,seoul{SPACE},1285,1,0
11,S11,25,W i l d e,R,62,S h a w ,,0,2,535,shaw{SPACE},635,0,0
11,S11,45,C o r s i c a,R,63,S i c i l y ,coro,9425,2,996,sicily{SPACE},1037,0,1
11,S11,62,L e i a ,R,64,S k y w a l k e r,luke{SPACE},2578,1,451,skywalker{SPACE},4692,0,0
11,S11,40,m i d w i f e,R,65,s u r r o g a t e,midwife{SPACE},3226,1,814,surrogate{SPACE},2282,0,1
11,S11,57,E m e r s o n,R,66,T h o r e a u,thurou,7133,4,2320,thoreu{SPACE},2877,1,0
11,S11,27,j e r k ,R,67,t i c,jerk{SPACE},5899,3,1758,tic{SPACE},631,0,1
11,S11,37,h u r r i c a n e,R,68,t s u n a m i,tsunami{SPACE},3974,1,330,tsunami{SPACE},2972,1,0
11,S11,24,H a w k i n g,R,69,T u r i n g ,,0,4,2185,turing{SPACE},1073,0,0
11,S11,51,D o y l e,R,70,W a t s o n ,watson{SPACE},4165,1,515,watson{SPACE},922,1,0
11,S11,70,K e n t ,R,71,W a y n e,wane{SPACE},4991,1,536,wayne{SPACE},980,1,0
11,S11,41,G l a c i e r,R,72,Y e l l o w s t o n e,yellowstone{SPACE},3960,1,942,yellowstone{SPACE},1596,1,0
12,S12,18,a b d o m e n,P,1,a b d i c a t e ,abdicate{SPACE},3917,1,1110,abdicate{SPACE},2002,1,0
12,S12,19,a b o r t i o n ,P,2,a b o r i g i n e,aborigine{SPACE},4377,1,843,aborigine{SPACE},2472,1,0
12,S12,53,a b s o l v e,P,3,a b s t a i n,restrain{SPACE},6288,3,2350,abstain{SPACE},1882,0,0
12,S12,73,a d v e r b ,P,4,a d v o c a t e ,,0,2,1465,advocate{SPACE},3330,0,0
12,S12,8,a l c h e m y,P,5,A l c o t t ,alcott{SPACE},3118,1,1409,alcott{SPACE},3045,1,0
12,S12,70,a n a e r o b i c,P,6,a n a c h r o n i s m,anachronism{SPACE},5883,1,1229,anachronism{SPACE},2335,1,0
12,S12,68,a n a c o n d a ,P,7,a n a g r a m,anagram{SPACE},4603,1,1220,anagram{SPACE},1797,1,0
12,S12,42,a n d r o i d,P,8,A n d e s,andes{SPACE},4010,3,1856,andes{SPACE},1478,1,0
12,S12,64,A u s t r a l i a,P,9,A u r o r a ,aurora{SPACE},3223,1,2887,aurora{SPACE},1692,1,0
12,S12,15,b a n i s t e r ,P,10,B a n g k o k,bangkok{SPACE},5354,1,1605,bangkok{SPACE},1925,1,0
12,S12,24,b a r t e n d e r,P,11,b a r t e r ,barter{SPACE},4119,1,838,barter{SPACE},1526,1,0
12,S12,37,B e c k e t t,P,12,B e c k h a m,beckham{SPACE},4548,3,2975,beckham{SPACE},1805,1,0
12,S12,47,b i a n n u a l ,P,13,b i n o m i a l ,binomial{SPACE},8477,1,948,binomial{SPACE},1877,1,0
12,S12,9,c a n v a s ,P,14,c a r c a s s,carcass{SPACE},3633,1,1027,carcass{SPACE},2303,1,0
12,S12,6,c a r a v a n,P,15,C a r r o l l,carroll{SPACE},3905,1,1301,carroll{SPACE},2086,1,0
12,S12,54,c a m e l,P,16,c h a m e l e o n,chameleon{SPACE},4372,1,920,chameleon{SPACE},2586,1,0
12,S12,14,C h a r l e s,P,17,C h u r c h i l l,churchill{SPACE},7701,3,2474,churchill{SPACE},1934,1,0
12,S12,55,c o m m e n c e ,P,18,C l e m e n s,he,9929,4,2748,clemens{SPACE},6025,0,0
12,S12,30,c o m p a t i b l e ,B,19,c o n g r u e n t,same{SPACE},8154,3,2842,congruent{SPACE},2423,0,0
12,S12,67,C r u i s e ,B,20,C o n n e r y,,0,2,2276,connery{SPACE},1712,0,0
12,S12,52,c o n t r a c t ,B,21,c o v e n a n t ,coven,9926,1,2472,covenant{SPACE},1921,1,0
12,S12,74,D e v i l,B,22,D a n t e,dante{SPACE},2501,1,984,dante{SPACE},1080,1,0
12,S12,63,d e f e c t ,B,23,d e f a u l t,,0,2,1641,default{SPACE},1949,0,0
12,S12,13,d e l e t e ,B,24,d e p l e t e,empty{SPACE},9626,3,1079,deplete{SPACE},2033,0,0
12,S12,4,d i f f e r ,B,25,d i v e r g e,diverge{SPACE},7112,3,2159,diverge{SPACE},2435,1,0
12,S12,65,e r r a t i c,B,26,e c c e n t r i c,peculiar{SPACE},6755,3,1204,eccentric{SPACE},2441,0,0
12,S12,41,e x i l e,B,27,e x o r c i s m ,,0,4,1676,exor{SPACE},1577,0,0
12,S12,38,F e y n m a n,B,28,F a r a d a y,tesla{SPACE},4671,3,1368,faraday{SPACE},2162,0,0
12,S12,17,f o r e s t ,B,29,f o l i a g e,branches{SPACE},4383,1,1937,foliage{SPACE},4025,0,0
12,S12,76,G a r n e r ,B,30,G a r l a n d,,0,4,1293,garland{SPACE},1806,0,0
12,S12,27,g o b b l e ,B,31,g o s l i n g,gosling{SPACE},4697,1,1455,gosling{SPACE},1542,1,0
12,S12,40,H o o v e r ,B,32,H a n c o c k,franklin{SPACE},4379,3,995,hancock{SPACE},1896,0,0
12,S12,2,H o l l a n d,B,33,H e l s i n k i ,{SPACE},8787,2,2007,helsinki{SPACE},2621,0,0
12,S12,57,h e a v e,B,34,h o i s t,,9822,4,3317,hoist{SPACE},2216,0,0
12,S12,66,H i t l e r ,B,35,H u s s e i n,hussein{SPACE},6399,1,1087,hussein{SPACE},1656,1,0
12,S12,60,i n d i v i d u a l i s m,B,36,i d i o s y n c r a s y ,trait{SPACE},3320,3,2114,idiosynchracy{SPACE},3926,0,0
12,S12,36,t i p,U,37,i n t e r j e c t,object{SPACE},8109,3,1038,interject{SPACE},2177,0,0
12,S12,45,t u r m e r i c ,U,38,J a g g e r ,{SPACE},9689,4,1464,jagger{SPACE},1726,0,0
12,S12,62,T u r n e r ,U,39,l i b e l,,0,2,1968,libel{SPACE},1360,0,0
12,S12,7,W a t t ,U,40,l o q u a c i o u s ,gregarious{SPACE},3918,1,1925,loquatious{SPACE},9487,0,0
12,S12,72,w a k e ,U,41,M a n d e l a,mandela{SPACE},5576,1,3769,mandela{SPACE},1827,1,0
12,S12,35,Y e s t e r d a y,U,42,m e a g e r ,dearth{SPACE},4280,3,930,meager{SPACE},1631,0,0
12,S12,59,b i l a t e r a l,U,43,M e r c u r y,,0,2,2839,mercury{SPACE},1605,0,0
12,S12,29,c o r p s e ,U,44,M i l l e r ,,0,2,1361,miller{SPACE},1666,0,0
12,S12,43,C h r i s t i e ,U,45,m i n c e,mince{SPACE},3544,1,797,mince{SPACE},1174,1,0
12,S12,33,c a m o f l a u g e ,U,46,m o n o t o n y ,monotony{SPACE},6815,1,953,monotony{SPACE},2283,1,0
12,S12,22,C h a m b e r l a i n,U,47,M o n r o e ,monroe{SPACE},3923,1,1445,monroe{SPACE},1467,1,0
12,S12,3,C o n r a d ,U,48,N a i r o b i,nairobi{SPACE},7108,3,4178,nairobi{SPACE},3779,1,0
12,S12,50,p u p p y,U,49,n u l l i f y,annul{SPACE},3385,1,1320,nullify{SPACE},4262,1,0
12,S12,10,J e f f e r s o n,U,50,N u r e m b e r g,,0,2,2367,nuremberg{SPACE},2880,0,0
12,S12,31,B u d a p e s t ,U,51,o b s c u r e,covert{SPACE},5070,3,2659,obscure{SPACE},2176,0,0
12,S12,46,d r e d g e ,U,52,o m n i p o t e n t ,omniscient{SPACE},4843,3,3618,omnipotent{SPACE},2691,0,0
12,S12,32,S t a l i n ,U,53,o s t e n t a t i o u s ,ostentatious{SPACE},8306,3,1231,ostentatiosu{SPACE},2245,1,0
12,S12,44,u n i q u e n e s s ,U,54,O s w a l d ,,0,4,1493,oswald{SPACE},2048,0,0
12,S12,71,T o r o n t o,R,55,O t t a w a ,queceb{SPACE},7340,3,2545,ottawa{SPACE},2030,0,0
12,S12,26,r e m e d y ,R,56,p a n a c e a,panacea{SPACE},3505,1,1003,panacea{SPACE},1780,1,0
12,S12,25,i d e a l,R,57,p a r a g o n,ideal{SPACE},4901,1,1225,paragon{SPACE},1805,0,1
12,S12,75,m a r r i a g e ,R,58,p o l y g a m y ,polygamy{SPACE},6490,1,1396,polygamy{SPACE},2003,1,0
12,S12,56,a d v a n c e d ,R,59,p r e c o c i o u s ,savant{SPACE},3318,1,1085,precocious{SPACE},2640,0,0
12,S12,49,f o r e c a s t ,R,60,p r o p h e c y ,p,6358,4,1447,prophecy{SPACE},2935,0,0
12,S12,48,T o k y o,R,61,S e o u l,seoul{ENTER}{SPACE},4560,1,1228,seoul{SPACE},1424,1,0
12,S12,23,W i l d e,R,62,S h a w ,,0,2,2192,shaw{SPACE},1213,0,0
12,S12,51,C o r s i c a,R,63,S i c i l y ,sicily{SPACE},3747,1,1486,sicily{SPACE},4167,1,0
12,S12,12,L e i a ,R,64,S k y w a l k e r,skywalker{SPACE},5528,1,823,skywalker{SPACE},4890,1,0
12,S12,69,m i d w i f e,R,65,s u r r o g a t e,surrogate{SPACE},3322,1,763,surrogate{SPACE},1864,1,0
12,S12,5,E m e r s o n,R,66,T h o r e a u,emerson{SPACE},5547,1,1375,thorough{SPACE},5010,0,1
12,S12,16,j e r k ,R,67,t i c,twitch{SPACE},6832,1,2074,tic{SPACE},1320,0,0
12,S12,61,h u r r i c a n e,R,68,t s u n a m i,tsunami{SPACE},3274,1,1074,tsunami{SPACE},1787,1,0
12,S12,34,H a w k i n g,R,69,T u r i n g ,,0,2,1421,turing{SPACE},1081,0,0
12,S12,28,D o y l e,R,70,W a t s o n ,watson{SPACE},3555,1,1113,watson{SPACE},1234,1,0
12,S12,21,K e n t ,R,71,W a y n e,kent{SPACE},3667,1,1302,wayne{SPACE},2639,0,1
12,S12,11,G l a c i e r,R,72,Y e l l o w s t o n e,glacier{ENTER}{SPACE},4182,3,2532,yellowstone{SPACE},2429,0,1
13,S1,47,r e s i g n ,R,1,a b d i c a t e ,{SPACE},3868,2,1142,abdicate{SPACE},2304,0,0
13,S1,23,n a t i v e ,R,2,a b o r i g i n e,,0,2,5867,aborigine{SPACE},2623,0,0
13,S1,70,r e f u s e ,R,3,a b s t a i n,{SPACE},2243,2,1026,abstain{SPACE},3523,0,0
13,S1,12,c o n d o n e,R,4,a d v o c a t e ,{SHIFT}Co,8333,2,1392,advocate{SPACE},2598,0,0
13,S1,22,B r o n t e ,R,5,A l c o t t ,{SPACE},2695,2,851,{SHIFT}Alcott{SPACE},2065,0,0
13,S1,19,m i s p l a c e ,R,6,a n a c h r o n i s m,,0,2,1515,anachronism{SPACE},3170,0,0
13,S1,7,p u z z l e ,R,7,a n a g r a m,{SPACE},9808,2,2027,oops{SPACE},10934,0,0
13,S1,42,H i m a l a y a s,R,8,A n d e s,{SPACE},6644,2,422,{SHIFT}andes{SPACE},2262,0,0
13,S1,11,C i n d e r e l l a ,R,9,A u r o r a ,{SHIFT}Aurora{SPACE},5444,1,1257,{SHIFT}Aurora{ENTER}{SPACE},2888,1,0
13,S1,18,V i e t n a m,R,10,B a n g k o k,{SHIFT}Bangkok{SPACE},7605,1,1118,{SHIFT}Bangkok{SPACE},2883,1,0
13,S1,14,t a r i f f ,R,11,b a r t e r ,barter{SPACE},5999,1,829,barter{SPACE},1480,1,0
13,S1,17,M e s s i,R,12,B e c k h a m,bradle,9858,1,1829,{SHIFT}Beckham{ENTER}{SPACE},9165,0,0
13,S1,27,e q u a t i o n ,R,13,b i n o m i a l ,polynomial{SPACE},6448,1,1706,polynomial{SPACE},2645,0,0
13,S1,54,s k e l e t o n ,R,14,c a r c a s s,carcass{SPACE},6655,1,1265,carcass{SPACE},1603,1,0
13,S1,16,R o w l i n g,R,15,C a r r o l l,{SPACE},3298,1,372,oops{ENTER}{SPACE},2843,0,0
13,S1,49,g e c k o,R,16,c h a m e l e o n,{SPACE},3425,1,1853,chameleon{SPACE},3485,0,0
13,S1,43,T h a t c h e r ,R,17,C h u r c h i l l,{SPACE},2436,2,667,oops{SPACE},2598,0,0
13,S1,71,S a w y e r ,R,18,C l e m e n s,{SPACE},3373,2,267,{SHIFT}Clemens{SPACE},1748,0,0
13,S1,64,C o n g r e s s ,P,19,c o n g r u e n t,{SPACE},8310,2,225,congruent{SPACE},2442,0,0
13,S1,72,C o b a i n ,P,20,C o n n e r y,{SPACE},3130,2,339,{SHIFT}Connery{SPACE},2337,0,0
13,S1,2,c o n v e n i e n t ,P,21,c o v e n a n t ,love,9887,2,2643,covenant{ENTER}{SPACE},5069,0,0
13,S1,55,d a w n ,P,22,D a n t e,{SPACE},2175,2,337,{SHIFT}Dante{SPACE},1553,0,0
13,S1,50,d i f f i c u l t,P,23,d e f a u l t,{SPACE},4023,2,1946,default{SPACE},2374,0,0
13,S1,21,d e p t h,P,24,d e p l e t e,,0,2,1298,deplete{SPACE},1629,0,0
13,S1,68,d i g e s t ,P,25,d i v e r g e,,0,2,435,diverge{SPACE},2852,0,0
13,S1,37,e c s t a t i c ,P,26,e c c e n t r i c,{SHIFT}Corcky{SPACE},7174,2,754,eccentric{ENTER}{SPACE},3297,0,0
13,S1,75,e x e r c i s e ,P,27,e x o r c i s m ,exorcism{SPACE},7331,1,1847,exorcism{SPACE},3037,1,0
13,S1,56,F a h r e n h e i t ,P,28,F a r a d a y,{SPACE},6446,1,1401,faraday{SPACE},2393,0,0
13,S1,57,f o l d i n g,P,29,f o l i a g e,{SPACE},4739,2,1046,foliage{SPACE},2806,0,0
13,S1,69,g a r n i s h,P,30,G a r l a n d,{SPACE},3210,2,240,{SHIFT}garland{SPACE},3546,0,0
13,S1,4,g o b l i n ,P,31,g o s l i n g,goose{ENTER},9934,2,7233,gosling{ENTER}{SPACE},2689,0,0
13,S1,28,h a n d l e ,P,32,H a n c o c k,{SHIFT}Hancock{SPACE},8612,1,1794,{SHIFT}Hancock{SPACE},2720,1,0
13,S1,74,h a n d k e r c h i e f ,P,33,H e l s i n k i ,{SPACE},2898,2,597,{SHIFT}Helsinki{SPACE},2110,0,0
13,S1,24,h o l l y,P,34,h o i s t,{SPACE},6271,1,609,hoist{SPACE},1800,0,0
13,S1,13,h y m n ,P,35,H u s s e i n,{SPACE},7287,2,3294,{SHIFT}Husein{ENTER}{SPACE},2924,0,0
13,S1,34,i d i o t,P,36,i d i o s y n c r a s y ,,0,1,2094,idiosyncracy{SPACE},3430,0,0
13,S1,8,i n t e r f e r e,B,37,i n t e r j e c t,,0,2,2645,interject{SPACE},3082,0,0
